SEXE;EDAT;DATA;ESDEVENIMENT;PAUTA;RECOMPTE
Dona;40 a 49;08/07/2021;Hospitalització;Completa;1
Dona;40 a 49;08/07/2021;Hospitalització;No iniciada;8
Dona;40 a 49;08/07/2021;Crítics;No iniciada;3
Dona;40 a 49;08/07/2021;Cas;Parcial;172
Dona;40 a 49;08/07/2021;Hospitalització;Parcial;3
Dona;40 a 49;08/07/2021;Cas;Completa;71
Home;40 a 49;08/07/2021;Cas;No iniciada;266
Home;40 a 49;08/07/2021;Crítics;No iniciada;3
Home;40 a 49;08/07/2021;Hospitalització;Completa;1
Home;40 a 49;08/07/2021;Hospitalització;Parcial;3
Home;40 a 49;08/07/2021;Cas;Parcial;160
Home;40 a 49;08/07/2021;Hospitalització;No iniciada;10
Home;40 a 49;08/07/2021;Cas;Completa;43
Home;40 a 49;08/07/2021;Crítics;Parcial;1
Dona;50 a 59;08/07/2021;Cas;No iniciada;70
Dona;50 a 59;08/07/2021;Cas;Completa;109
Dona;50 a 59;08/07/2021;Hospitalització;No iniciada;6
Dona;50 a 59;08/07/2021;Hospitalització;Parcial;2
Dona;50 a 59;08/07/2021;Crítics;No iniciada;2
Dona;50 a 59;08/07/2021;Hospitalització;Completa;1
Dona;50 a 59;08/07/2021;Cas;Parcial;47
Home;50 a 59;08/07/2021;Crítics;Completa;1
Home;50 a 59;08/07/2021;Hospitalització;Parcial;1
Home;50 a 59;08/07/2021;Hospitalització;No iniciada;4
Home;50 a 59;08/07/2021;Cas;Completa;73
Home;50 a 59;08/07/2021;Hospitalització;Completa;1
Home;50 a 59;08/07/2021;Cas;No iniciada;57
Home;50 a 59;08/07/2021;Cas;Parcial;47
Home;50 a 59;08/07/2021;Crítics;Parcial;1
Dona;60 a 69;08/07/2021;Crítics;Parcial;2
Dona;60 a 69;08/07/2021;Cas;Parcial;97
Dona;60 a 69;08/07/2021;Cas;No iniciada;29
Dona;60 a 69;08/07/2021;Cas;Completa;30
Dona;60 a 69;08/07/2021;Crítics;Completa;1
Dona;60 a 69;08/07/2021;Hospitalització;Completa;3
Dona;60 a 69;08/07/2021;Hospitalització;Parcial;5
Home;60 a 69;08/07/2021;Cas;No iniciada;24
Home;60 a 69;08/07/2021;Hospitalització;Completa;2
Home;60 a 69;08/07/2021;Hospitalització;Parcial;1
Home;60 a 69;08/07/2021;Crítics;No iniciada;2
Home;60 a 69;08/07/2021;Cas;Completa;40
Home;60 a 69;08/07/2021;Cas;Parcial;91
Home;60 a 69;08/07/2021;Hospitalització;No iniciada;3
Dona;70 a 79;08/07/2021;Hospitalització;Completa;4
Dona;70 a 79;08/07/2021;Cas;Completa;36
Dona;70 a 79;08/07/2021;Cas;No iniciada;6
Dona;70 a 79;08/07/2021;Hospitalització;No iniciada;2
Dona;70 a 79;08/07/2021;Crítics;Completa;1
Home;70 a 79;08/07/2021;Defunció;Completa;1
Home;70 a 79;08/07/2021;Hospitalització;Completa;4
Home;70 a 79;08/07/2021;Crítics;Completa;1
Home;70 a 79;08/07/2021;Cas;No iniciada;8
Home;70 a 79;08/07/2021;Cas;Completa;30
Dona;80 o més;08/07/2021;Cas;No iniciada;6
Dona;80 o més;08/07/2021;Hospitalització;Parcial;1
Dona;80 o més;08/07/2021;Cas;Completa;39
Dona;80 o més;08/07/2021;Crítics;Parcial;1
Dona;80 o més;08/07/2021;Cas;Parcial;2
Dona;80 o més;08/07/2021;Defunció;Parcial;1
Dona;80 o més;08/07/2021;Hospitalització;Completa;4
Home;80 o més;08/07/2021;Hospitalització;No iniciada;1
Home;80 o més;08/07/2021;Cas;Completa;22
Home;80 o més;08/07/2021;Defunció;Parcial;1
Home;80 o més;08/07/2021;Cas;No iniciada;2
Home;80 o més;08/07/2021;Hospitalització;Completa;4
Home;80 o més;08/07/2021;Defunció;Completa;1
No classificat;No classificat;08/07/2021;Hospitalització;No iniciada;2
No classificat;No classificat;08/07/2021;Cas;No iniciada;244
Dona;0 a 9;07/07/2021;Cas;No iniciada;199
Home;0 a 9;07/07/2021;Hospitalització;No iniciada;3
Home;0 a 9;07/07/2021;Cas;No iniciada;209
Dona;10 a 19;07/07/2021;Cas;Parcial;7
Dona;10 a 19;07/07/2021;Cas;No iniciada;885
Dona;10 a 19;07/07/2021;Cas;Completa;13
Home;10 a 19;07/07/2021;Cas;No iniciada;874
Home;10 a 19;07/07/2021;Cas;Completa;1
Dona;20 a 29;07/07/2021;Crítics;No iniciada;1
Dona;20 a 29;07/07/2021;Cas;Parcial;38
Dona;20 a 29;07/07/2021;Cas;No iniciada;1,355
Dona;20 a 29;07/07/2021;Hospitalització;No iniciada;7
Dona;20 a 29;07/07/2021;Cas;Completa;109
Home;20 a 29;07/07/2021;Hospitalització;No iniciada;7
Home;20 a 29;07/07/2021;Cas;Completa;41
Home;20 a 29;07/07/2021;Cas;Parcial;16
Home;20 a 29;07/07/2021;Cas;No iniciada;1,620
Home;20 a 29;07/07/2021;Crítics;No iniciada;3
Dona;30 a 39;07/07/2021;Cas;Completa;53
Dona;30 a 39;07/07/2021;Cas;Parcial;44
Dona;30 a 39;07/07/2021;Crítics;No iniciada;1
Dona;30 a 39;07/07/2021;Hospitalització;No iniciada;10
Dona;30 a 39;07/07/2021;Cas;No iniciada;807
Home;30 a 39;07/07/2021;Cas;No iniciada;895
Home;30 a 39;07/07/2021;Crítics;Completa;1
Home;30 a 39;07/07/2021;Hospitalització;Completa;1
Home;30 a 39;07/07/2021;Hospitalització;Parcial;1
Home;30 a 39;07/07/2021;Hospitalització;No iniciada;24
Home;30 a 39;07/07/2021;Cas;Parcial;48
Home;30 a 39;07/07/2021;Crítics;No iniciada;3
Home;30 a 39;07/07/2021;Cas;Completa;34
Dona;40 a 49;07/07/2021;Cas;Completa;63
Dona;40 a 49;07/07/2021;Hospitalització;No iniciada;3
Dona;40 a 49;07/07/2021;Cas;No iniciada;216
Dona;40 a 49;07/07/2021;Hospitalització;Parcial;4
Dona;40 a 49;07/07/2021;Cas;Parcial;225
Home;40 a 49;07/07/2021;Hospitalització;Parcial;5
Home;40 a 49;07/07/2021;Crítics;Parcial;1
Home;40 a 49;07/07/2021;Crítics;No iniciada;1
Home;40 a 49;07/07/2021;Cas;Completa;47
Home;40 a 49;07/07/2021;Cas;No iniciada;202
Home;40 a 49;07/07/2021;Hospitalització;No iniciada;14
Home;40 a 49;07/07/2021;Cas;Parcial;184
Dona;50 a 59;07/07/2021;Cas;Parcial;63
Dona;50 a 59;07/07/2021;Cas;No iniciada;69
Dona;50 a 59;07/07/2021;Hospitalització;Completa;3
Dona;50 a 59;07/07/2021;Hospitalització;No iniciada;1
Dona;50 a 59;07/07/2021;Cas;Completa;89
Home;50 a 59;07/07/2021;Crítics;Parcial;1
Home;50 a 59;07/07/2021;Cas;No iniciada;71
Home;50 a 59;07/07/2021;Hospitalització;Completa;1
Home;50 a 59;07/07/2021;Hospitalització;No iniciada;7
Home;50 a 59;07/07/2021;Crítics;No iniciada;1
Home;50 a 59;07/07/2021;Cas;Completa;61
Home;50 a 59;07/07/2021;Hospitalització;Parcial;1
Home;50 a 59;07/07/2021;Cas;Parcial;39
Dona;60 a 69;07/07/2021;Cas;Parcial;111
Dona;60 a 69;07/07/2021;Hospitalització;No iniciada;3
Dona;60 a 69;07/07/2021;Cas;No iniciada;24
Dona;60 a 69;07/07/2021;Cas;Completa;34
Dona;60 a 69;07/07/2021;Hospitalització;Completa;1
Dona;60 a 69;07/07/2021;Hospitalització;Parcial;1
Home;60 a 69;07/07/2021;Hospitalització;No iniciada;2
Home;60 a 69;07/07/2021;Crítics;Parcial;1
Home;60 a 69;07/07/2021;Cas;Parcial;81
Home;60 a 69;07/07/2021;Cas;Completa;33
Home;60 a 69;07/07/2021;Cas;No iniciada;19
Home;60 a 69;07/07/2021;Crítics;No iniciada;1
Home;60 a 69;07/07/2021;Hospitalització;Parcial;1
Home;60 a 69;07/07/2021;Hospitalització;Completa;2
Dona;70 a 79;07/07/2021;Cas;No iniciada;10
Dona;70 a 79;07/07/2021;Hospitalització;No iniciada;1
Dona;70 a 79;07/07/2021;Cas;Completa;32
Dona;70 a 79;07/07/2021;Cas;Parcial;1
Home;70 a 79;07/07/2021;Cas;Completa;27
Home;70 a 79;07/07/2021;Cas;No iniciada;2
Home;70 a 79;07/07/2021;Hospitalització;Completa;3
Dona;80 o més;07/07/2021;Cas;Parcial;1
Dona;80 o més;07/07/2021;Cas;Completa;36
Dona;80 o més;07/07/2021;Crítics;Completa;1
Dona;80 o més;07/07/2021;Hospitalització;Completa;5
Dona;80 o més;07/07/2021;Cas;No iniciada;5
Dona;80 o més;07/07/2021;Defunció;Completa;1
Home;80 o més;07/07/2021;Cas;No iniciada;1
Home;80 o més;07/07/2021;Crítics;Completa;1
Home;80 o més;07/07/2021;Cas;Completa;22
Home;80 o més;07/07/2021;Hospitalització;Completa;7
No classificat;No classificat;07/07/2021;Cas;No iniciada;312
No classificat;No classificat;07/07/2021;Hospitalització;No iniciada;1
Dona;0 a 9;06/07/2021;Cas;No iniciada;205
Dona;0 a 9;06/07/2021;Hospitalització;No iniciada;1
Home;0 a 9;06/07/2021;Cas;No iniciada;208
Dona;10 a 19;06/07/2021;Cas;Parcial;5
Dona;10 a 19;06/07/2021;Cas;Completa;7
Dona;10 a 19;06/07/2021;Cas;No iniciada;855
Dona;10 a 19;06/07/2021;Hospitalització;No iniciada;2
Home;10 a 19;06/07/2021;Cas;No iniciada;885
Home;10 a 19;06/07/2021;Hospitalització;No iniciada;1
Home;10 a 19;06/07/2021;Cas;Completa;3
Home;10 a 19;06/07/2021;Cas;Parcial;2
Dona;20 a 29;06/07/2021;Cas;No iniciada;1,233
Dona;20 a 29;06/07/2021;Crítics;No iniciada;1
Dona;20 a 29;06/07/2021;Hospitalització;No iniciada;3
Dona;20 a 29;06/07/2021;Cas;Parcial;26
Dona;20 a 29;06/07/2021;Cas;Completa;93
Home;20 a 29;06/07/2021;Cas;No iniciada;1,486
Home;20 a 29;06/07/2021;Cas;Completa;38
Home;20 a 29;06/07/2021;Cas;Parcial;12
Home;20 a 29;06/07/2021;Crítics;No iniciada;1
Home;20 a 29;06/07/2021;Hospitalització;No iniciada;7
Dona;30 a 39;06/07/2021;Hospitalització;No iniciada;9
Dona;30 a 39;06/07/2021;Cas;Completa;58
Dona;30 a 39;06/07/2021;Cas;Parcial;35
Dona;30 a 39;06/07/2021;Crítics;No iniciada;1
Dona;30 a 39;06/07/2021;Cas;No iniciada;753
Home;30 a 39;06/07/2021;Cas;No iniciada;805
Home;30 a 39;06/07/2021;Cas;Parcial;41
Home;30 a 39;06/07/2021;Crítics;No iniciada;2
Home;30 a 39;06/07/2021;Hospitalització;No iniciada;12
Home;30 a 39;06/07/2021;Cas;Completa;24
Home;30 a 39;06/07/2021;Hospitalització;Parcial;1
Dona;40 a 49;06/07/2021;Hospitalització;Completa;2
Dona;40 a 49;06/07/2021;Hospitalització;No iniciada;3
Dona;40 a 49;06/07/2021;Cas;Parcial;201
Dona;40 a 49;06/07/2021;Cas;Completa;51
Dona;40 a 49;06/07/2021;Cas;No iniciada;227
Home;40 a 49;06/07/2021;Cas;Parcial;191
Home;40 a 49;06/07/2021;Cas;No iniciada;208
Home;40 a 49;06/07/2021;Crítics;No iniciada;2
Home;40 a 49;06/07/2021;Hospitalització;No iniciada;12
Home;40 a 49;06/07/2021;Cas;Completa;25
Home;40 a 49;06/07/2021;Hospitalització;Parcial;4
Dona;50 a 59;06/07/2021;Cas;Parcial;60
Dona;50 a 59;06/07/2021;Cas;No iniciada;56
Dona;50 a 59;06/07/2021;Cas;Completa;82
Home;50 a 59;06/07/2021;Hospitalització;No iniciada;2
Home;50 a 59;06/07/2021;Cas;Completa;57
Home;50 a 59;06/07/2021;Cas;No iniciada;60
Home;50 a 59;06/07/2021;Hospitalització;Completa;2
Home;50 a 59;06/07/2021;Cas;Parcial;37
Dona;60 a 69;06/07/2021;Hospitalització;Parcial;4
Dona;60 a 69;06/07/2021;Cas;Parcial;95
Dona;60 a 69;06/07/2021;Hospitalització;Completa;2
Dona;60 a 69;06/07/2021;Cas;Completa;28
Dona;60 a 69;06/07/2021;Defunció;No iniciada;1
Dona;60 a 69;06/07/2021;Cas;No iniciada;31
Dona;60 a 69;06/07/2021;Hospitalització;No iniciada;4
Dona;60 a 69;06/07/2021;Crítics;No iniciada;1
Home;60 a 69;06/07/2021;Cas;No iniciada;17
Home;60 a 69;06/07/2021;Hospitalització;Parcial;1
Home;60 a 69;06/07/2021;Cas;Parcial;89
Home;60 a 69;06/07/2021;Hospitalització;No iniciada;4
Home;60 a 69;06/07/2021;Cas;Completa;28
Home;60 a 69;06/07/2021;Defunció;Parcial;1
Home;60 a 69;06/07/2021;Crítics;Parcial;1
Home;60 a 69;06/07/2021;Hospitalització;Completa;2
Dona;70 a 79;06/07/2021;Cas;Completa;39
Dona;70 a 79;06/07/2021;Hospitalització;Parcial;1
Dona;70 a 79;06/07/2021;Cas;No iniciada;6
Dona;70 a 79;06/07/2021;Cas;Parcial;1
Dona;70 a 79;06/07/2021;Hospitalització;Completa;1
Dona;70 a 79;06/07/2021;Hospitalització;No iniciada;1
Home;70 a 79;06/07/2021;Crítics;Completa;1
Home;70 a 79;06/07/2021;Cas;No iniciada;1
Home;70 a 79;06/07/2021;Cas;Completa;38
Home;70 a 79;06/07/2021;Hospitalització;Completa;3
Home;70 a 79;06/07/2021;Cas;Parcial;3
Dona;80 o més;06/07/2021;Hospitalització;Completa;4
Dona;80 o més;06/07/2021;Defunció;Completa;1
Dona;80 o més;06/07/2021;Hospitalització;No iniciada;1
Dona;80 o més;06/07/2021;Cas;Completa;27
Dona;80 o més;06/07/2021;Cas;No iniciada;3
Home;80 o més;06/07/2021;Cas;No iniciada;3
Home;80 o més;06/07/2021;Defunció;Completa;1
Home;80 o més;06/07/2021;Cas;Completa;16
Home;80 o més;06/07/2021;Hospitalització;Completa;6
No classificat;No classificat;06/07/2021;Cas;Completa;1
No classificat;No classificat;06/07/2021;Hospitalització;No iniciada;1
No classificat;No classificat;06/07/2021;Cas;No iniciada;293
Dona;0 a 9;05/07/2021;Cas;No iniciada;165
Home;0 a 9;05/07/2021;Crítics;No iniciada;1
Home;0 a 9;05/07/2021;Cas;No iniciada;151
Home;0 a 9;05/07/2021;Hospitalització;No iniciada;1
Dona;10 a 19;05/07/2021;Cas;No iniciada;776
Dona;10 a 19;05/07/2021;Cas;Completa;15
Dona;10 a 19;05/07/2021;Cas;Parcial;4
Dona;10 a 19;05/07/2021;Hospitalització;No iniciada;1
Home;10 a 19;05/07/2021;Hospitalització;No iniciada;1
Home;10 a 19;05/07/2021;Cas;Completa;3
Home;10 a 19;05/07/2021;Cas;No iniciada;775
Dona;20 a 29;05/07/2021;Cas;Completa;98
Dona;20 a 29;05/07/2021;Cas;Parcial;22
Dona;20 a 29;05/07/2021;Hospitalització;No iniciada;5
Dona;20 a 29;05/07/2021;Cas;No iniciada;1,149
Home;20 a 29;05/07/2021;Cas;Completa;35
Home;20 a 29;05/07/2021;Cas;Parcial;15
Home;20 a 29;05/07/2021;Cas;No iniciada;1,415
Home;20 a 29;05/07/2021;Hospitalització;No iniciada;4
Home;20 a 29;05/07/2021;Hospitalització;Parcial;1
Dona;30 a 39;05/07/2021;Cas;No iniciada;684
Dona;30 a 39;05/07/2021;Cas;Parcial;26
Dona;30 a 39;05/07/2021;Hospitalització;No iniciada;1
Dona;30 a 39;05/07/2021;Crítics;No iniciada;2
Dona;30 a 39;05/07/2021;Cas;Completa;51
Home;30 a 39;05/07/2021;Hospitalització;No iniciada;16
Home;30 a 39;05/07/2021;Cas;No iniciada;813
Home;30 a 39;05/07/2021;Cas;Completa;31
Home;30 a 39;05/07/2021;Cas;Parcial;19
Dona;40 a 49;05/07/2021;Crítics;Completa;2
Dona;40 a 49;05/07/2021;Cas;Completa;55
Dona;40 a 49;05/07/2021;Cas;No iniciada;212
Dona;40 a 49;05/07/2021;Crítics;No iniciada;1
Dona;40 a 49;05/07/2021;Hospitalització;No iniciada;5
Dona;40 a 49;05/07/2021;Cas;Parcial;191
Dona;40 a 49;05/07/2021;Hospitalització;Parcial;1
Home;40 a 49;05/07/2021;Cas;Completa;33
Home;40 a 49;05/07/2021;Hospitalització;Parcial;3
Home;40 a 49;05/07/2021;Cas;No iniciada;253
Home;40 a 49;05/07/2021;Crítics;No iniciada;3
Home;40 a 49;05/07/2021;Cas;Parcial;212
Home;40 a 49;05/07/2021;Hospitalització;No iniciada;11
Dona;50 a 59;05/07/2021;Cas;No iniciada;79
Dona;50 a 59;05/07/2021;Defunció;No iniciada;1
Dona;50 a 59;05/07/2021;Cas;Completa;114
Dona;50 a 59;05/07/2021;Hospitalització;No iniciada;4
Dona;50 a 59;05/07/2021;Crítics;No iniciada;1
Dona;50 a 59;05/07/2021;Cas;Parcial;67
Home;50 a 59;05/07/2021;Cas;Parcial;48
Home;50 a 59;05/07/2021;Hospitalització;No iniciada;1
Home;50 a 59;05/07/2021;Cas;No iniciada;66
Home;50 a 59;05/07/2021;Hospitalització;Parcial;1
Home;50 a 59;05/07/2021;Crítics;Parcial;1
Home;50 a 59;05/07/2021;Cas;Completa;55
Dona;60 a 69;05/07/2021;Hospitalització;No iniciada;1
Dona;60 a 69;05/07/2021;Cas;Parcial;106
Dona;60 a 69;05/07/2021;Hospitalització;Parcial;2
Dona;60 a 69;05/07/2021;Cas;Completa;23
Dona;60 a 69;05/07/2021;Cas;No iniciada;22
Home;60 a 69;05/07/2021;Hospitalització;Completa;2
Home;60 a 69;05/07/2021;Crítics;No iniciada;2
Home;60 a 69;05/07/2021;Crítics;Parcial;1
Home;60 a 69;05/07/2021;Cas;Completa;27
Home;60 a 69;05/07/2021;Hospitalització;Parcial;8
Home;60 a 69;05/07/2021;Cas;Parcial;81
Home;60 a 69;05/07/2021;Cas;No iniciada;24
Home;60 a 69;05/07/2021;Hospitalització;No iniciada;2
Dona;70 a 79;05/07/2021;Cas;Parcial;1
Dona;70 a 79;05/07/2021;Cas;No iniciada;8
Dona;70 a 79;05/07/2021;Cas;Completa;40
Dona;70 a 79;05/07/2021;Hospitalització;Completa;1
Dona;70 a 79;05/07/2021;Hospitalització;Parcial;1
Dona;70 a 79;05/07/2021;Hospitalització;No iniciada;1
Dona;70 a 79;05/07/2021;Crítics;Parcial;1
Home;70 a 79;05/07/2021;Hospitalització;Completa;3
Home;70 a 79;05/07/2021;Cas;Completa;28
Home;70 a 79;05/07/2021;Hospitalització;No iniciada;2
Home;70 a 79;05/07/2021;Cas;No iniciada;2
Dona;80 o més;05/07/2021;Cas;Completa;30
Dona;80 o més;05/07/2021;Cas;Parcial;1
Dona;80 o més;05/07/2021;Hospitalització;No iniciada;1
Dona;80 o més;05/07/2021;Hospitalització;Completa;4
Dona;80 o més;05/07/2021;Cas;No iniciada;4
Home;80 o més;05/07/2021;Hospitalització;No iniciada;1
Home;80 o més;05/07/2021;Cas;No iniciada;2
Home;80 o més;05/07/2021;Cas;Completa;25
Home;80 o més;05/07/2021;Crítics;Completa;1
Home;80 o més;05/07/2021;Hospitalització;Completa;8
No classificat;No classificat;05/07/2021;Cas;No iniciada;264
No classificat;No classificat;05/07/2021;Hospitalització;No iniciada;1
Dona;0 a 9;04/07/2021;Cas;No iniciada;43
Dona;0 a 9;04/07/2021;Hospitalització;No iniciada;1
Home;0 a 9;04/07/2021;Hospitalització;No iniciada;2
Home;0 a 9;04/07/2021;Cas;No iniciada;50
Dona;10 a 19;04/07/2021;Cas;Parcial;3
Dona;10 a 19;04/07/2021;Cas;No iniciada;328
Dona;10 a 19;04/07/2021;Cas;Completa;4
Home;10 a 19;04/07/2021;Cas;Parcial;2
Home;10 a 19;04/07/2021;Cas;No iniciada;335
Home;10 a 19;04/07/2021;Hospitalització;No iniciada;1
Home;10 a 19;04/07/2021;Cas;Completa;2
Dona;20 a 29;04/07/2021;Cas;No iniciada;429
Dona;20 a 29;04/07/2021;Cas;Completa;39
Dona;20 a 29;04/07/2021;Cas;Parcial;8
Dona;20 a 29;04/07/2021;Hospitalització;No iniciada;2
Home;20 a 29;04/07/2021;Cas;No iniciada;519
Home;20 a 29;04/07/2021;Cas;Completa;14
Home;20 a 29;04/07/2021;Cas;Parcial;4
Home;20 a 29;04/07/2021;Hospitalització;No iniciada;3
Dona;30 a 39;04/07/2021;Cas;No iniciada;213
Dona;30 a 39;04/07/2021;Hospitalització;No iniciada;4
Dona;30 a 39;04/07/2021;Cas;Parcial;10
Dona;30 a 39;04/07/2021;Cas;Completa;13
Home;30 a 39;04/07/2021;Cas;Completa;10
Home;30 a 39;04/07/2021;Cas;No iniciada;245
Home;30 a 39;04/07/2021;Hospitalització;No iniciada;3
Home;30 a 39;04/07/2021;Cas;Parcial;3
Dona;40 a 49;04/07/2021;Hospitalització;Completa;1
Dona;40 a 49;04/07/2021;Cas;Completa;11
Dona;40 a 49;04/07/2021;Cas;Parcial;41
Dona;40 a 49;04/07/2021;Hospitalització;No iniciada;2
Dona;40 a 49;04/07/2021;Cas;No iniciada;75
Home;40 a 49;04/07/2021;Hospitalització;Completa;1
Home;40 a 49;04/07/2021;Cas;Parcial;41
Home;40 a 49;04/07/2021;Hospitalització;No iniciada;6
Home;40 a 49;04/07/2021;Cas;No iniciada;93
Home;40 a 49;04/07/2021;Cas;Completa;12
Home;40 a 49;04/07/2021;Crítics;No iniciada;1
Dona;50 a 59;04/07/2021;Cas;Completa;31
Dona;50 a 59;04/07/2021;Cas;Parcial;18
Dona;50 a 59;04/07/2021;Cas;No iniciada;23
Home;50 a 59;04/07/2021;Crítics;Parcial;1
Home;50 a 59;04/07/2021;Cas;Completa;22
Home;50 a 59;04/07/2021;Cas;Parcial;17
Home;50 a 59;04/07/2021;Cas;No iniciada;26
Home;50 a 59;04/07/2021;Hospitalització;Parcial;2
Dona;60 a 69;04/07/2021;Cas;Parcial;21
Dona;60 a 69;04/07/2021;Cas;Completa;8
Dona;60 a 69;04/07/2021;Cas;No iniciada;5
Home;60 a 69;04/07/2021;Hospitalització;Parcial;2
Home;60 a 69;04/07/2021;Cas;No iniciada;14
Home;60 a 69;04/07/2021;Cas;Parcial;34
Home;60 a 69;04/07/2021;Hospitalització;No iniciada;1
Home;60 a 69;04/07/2021;Hospitalització;Completa;1
Home;60 a 69;04/07/2021;Cas;Completa;6
Home;60 a 69;04/07/2021;Defunció;No iniciada;1
Dona;70 a 79;04/07/2021;Cas;Completa;7
Dona;70 a 79;04/07/2021;Cas;No iniciada;4
Home;70 a 79;04/07/2021;Hospitalització;Completa;2
Home;70 a 79;04/07/2021;Cas;Completa;6
Home;70 a 79;04/07/2021;Crítics;Completa;1
Dona;80 o més;04/07/2021;Hospitalització;Completa;1
Dona;80 o més;04/07/2021;Cas;Completa;8
Dona;80 o més;04/07/2021;Cas;No iniciada;1
Home;80 o més;04/07/2021;Hospitalització;Completa;1
Home;80 o més;04/07/2021;Cas;Completa;4
Home;80 o més;04/07/2021;Defunció;Completa;2
Home;80 o més;04/07/2021;Cas;No iniciada;2
No classificat;No classificat;04/07/2021;Cas;No iniciada;105
Dona;0 a 9;03/07/2021;Cas;No iniciada;47
Home;0 a 9;03/07/2021;Cas;No iniciada;64
Dona;10 a 19;03/07/2021;Cas;No iniciada;447
Dona;10 a 19;03/07/2021;Cas;Parcial;2
Dona;10 a 19;03/07/2021;Cas;Completa;2
Home;10 a 19;03/07/2021;Cas;No iniciada;408
Home;10 a 19;03/07/2021;Hospitalització;No iniciada;2
Home;10 a 19;03/07/2021;Cas;Parcial;1
Home;10 a 19;03/07/2021;Cas;Completa;2
Dona;20 a 29;03/07/2021;Cas;Parcial;10
Dona;20 a 29;03/07/2021;Cas;No iniciada;543
Dona;20 a 29;03/07/2021;Hospitalització;No iniciada;3
Dona;20 a 29;03/07/2021;Cas;Completa;39
Home;20 a 29;03/07/2021;Cas;Completa;19
Home;20 a 29;03/07/2021;Hospitalització;No iniciada;3
Home;20 a 29;03/07/2021;Cas;Parcial;3
Home;20 a 29;03/07/2021;Cas;No iniciada;649
Dona;30 a 39;03/07/2021;Cas;No iniciada;259
Dona;30 a 39;03/07/2021;Cas;Completa;15
Dona;30 a 39;03/07/2021;Hospitalització;No iniciada;6
Dona;30 a 39;03/07/2021;Cas;Parcial;7
Home;30 a 39;03/07/2021;Cas;Completa;8
Home;30 a 39;03/07/2021;Cas;No iniciada;336
Home;30 a 39;03/07/2021;Crítics;No iniciada;1
Home;30 a 39;03/07/2021;Cas;Parcial;3
Home;30 a 39;03/07/2021;Hospitalització;No iniciada;8
Dona;40 a 49;03/07/2021;Hospitalització;No iniciada;4
Dona;40 a 49;03/07/2021;Cas;Parcial;73
Dona;40 a 49;03/07/2021;Cas;Completa;18
Dona;40 a 49;03/07/2021;Crítics;Parcial;1
Dona;40 a 49;03/07/2021;Cas;No iniciada;102
Dona;40 a 49;03/07/2021;Crítics;No iniciada;1
Dona;40 a 49;03/07/2021;Hospitalització;Completa;1
Home;40 a 49;03/07/2021;Hospitalització;Parcial;1
Home;40 a 49;03/07/2021;Crítics;Parcial;1
Home;40 a 49;03/07/2021;Cas;Parcial;56
Home;40 a 49;03/07/2021;Hospitalització;No iniciada;6
Home;40 a 49;03/07/2021;Cas;No iniciada;96
Home;40 a 49;03/07/2021;Crítics;No iniciada;2
Home;40 a 49;03/07/2021;Cas;Completa;6
Dona;50 a 59;03/07/2021;Hospitalització;No iniciada;1
Dona;50 a 59;03/07/2021;Cas;No iniciada;23
Dona;50 a 59;03/07/2021;Cas;Completa;33
Dona;50 a 59;03/07/2021;Hospitalització;Parcial;1
Dona;50 a 59;03/07/2021;Cas;Parcial;18
Dona;50 a 59;03/07/2021;Crítics;No iniciada;1
Home;50 a 59;03/07/2021;Hospitalització;Parcial;3
Home;50 a 59;03/07/2021;Crítics;No iniciada;1
Home;50 a 59;03/07/2021;Hospitalització;No iniciada;2
Home;50 a 59;03/07/2021;Cas;Parcial;17
Home;50 a 59;03/07/2021;Cas;No iniciada;26
Home;50 a 59;03/07/2021;Cas;Completa;30
Home;50 a 59;03/07/2021;Hospitalització;Completa;1
Dona;60 a 69;03/07/2021;Hospitalització;Parcial;2
Dona;60 a 69;03/07/2021;Cas;Completa;9
Dona;60 a 69;03/07/2021;Cas;Parcial;37
Dona;60 a 69;03/07/2021;Cas;No iniciada;9
Home;60 a 69;03/07/2021;Hospitalització;No iniciada;1
Home;60 a 69;03/07/2021;Cas;No iniciada;7
Home;60 a 69;03/07/2021;Crítics;Parcial;3
Home;60 a 69;03/07/2021;Hospitalització;Parcial;3
Home;60 a 69;03/07/2021;Cas;Completa;5
Home;60 a 69;03/07/2021;Cas;Parcial;43
Dona;70 a 79;03/07/2021;Defunció;Completa;1
Dona;70 a 79;03/07/2021;Cas;Completa;7
Dona;70 a 79;03/07/2021;Cas;No iniciada;5
Home;70 a 79;03/07/2021;Hospitalització;Completa;1
Home;70 a 79;03/07/2021;Cas;Completa;9
Dona;80 o més;03/07/2021;Cas;Completa;10
Dona;80 o més;03/07/2021;Hospitalització;No iniciada;1
Dona;80 o més;03/07/2021;Defunció;Completa;1
Dona;80 o més;03/07/2021;Hospitalització;Completa;5
Home;80 o més;03/07/2021;Defunció;Completa;1
Home;80 o més;03/07/2021;Defunció;No iniciada;2
Home;80 o més;03/07/2021;Hospitalització;Completa;4
Home;80 o més;03/07/2021;Cas;Completa;7
No classificat;No classificat;03/07/2021;Cas;No iniciada;135
Dona;0 a 9;02/07/2021;Cas;No iniciada;103
Dona;0 a 9;02/07/2021;Hospitalització;No iniciada;1
Home;0 a 9;02/07/2021;Cas;No iniciada;100
Dona;10 a 19;02/07/2021;Cas;Parcial;10
Dona;10 a 19;02/07/2021;Hospitalització;No iniciada;1
